timestamp,interface,probe_host,bandwidth_mbps,rx_mbps,tx_mbps,throughput_mbps,traffic_volume_mb,packet_rate,latency_ms,packet_loss_pct,jitter_ms,bandwidth_utilization_pct,cpu_utilization_pct,memory_utilization_pct,interface_errors,interface_drops,network_available
1788884503.974023,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,17.5,87.9,0.0,0.0,1
1788884508.9797988,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,22.7,87.8,0.0,0.0,1
1788884513.9904332,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,24.7,87.7,0.0,0.0,1
1788884519.0012233,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,16.9,87.8,0.0,0.0,1
1788884524.017287,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,16.6,86.8,0.0,0.0,1
1788884529.030566,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.2,86.7,0.0,0.0,1
1788884534.0418353,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.3,86.8,0.0,0.0,1
1788884539.0487373,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.3,87.2,0.0,0.0,1
1788884544.0588608,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2763853991962833,0.0,15.4,86.5,0.0,0.0,1
1788884549.0703938,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,18.2,87.7,0.0,0.0,1
1788884554.076801,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,12.8,86.0,0.0,0.0,1
1788884559.0881672,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,24.5,86.1,0.0,0.0,1
1788884564.0909545,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,27.6,86.5,0.0,0.0,1
1788884569.0988107,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,26.4,86.6,0.0,0.0,1
1788884574.1115808,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,20.1,86.5,0.0,0.0,1
1788884579.114445,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,22.1,86.4,0.0,0.0,1
1788884584.120287,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,17.1,86.7,0.0,0.0,1
1788884589.12973,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,22.9,86.8,0.0,0.0,1
1788884594.1397014,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,17.3,86.9,0.0,0.0,1
1788884599.1471844,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2763853991962833,0.0,22.0,87.1,0.0,0.0,1
1788884604.1574023,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,87.1,0.0,0.0,1
1788885913.0375304,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.1,87.8,0.0,0.0,1
1788886610.7764218,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,25.0,84.8,0.0,0.0,1
1788886615.7783387,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8856180831641267,0.0,18.2,84.7,0.0,0.0,1
1788886620.7802877,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7320508075688772,0.0,16.1,84.9,0.0,0.0,1
1788886625.787631,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.7435595774162693,0.0,13.4,84.9,0.0,0.0,1
1788886630.7896683,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.674979270186815,0.0,24.7,85.4,0.0,0.0,1
1788886635.7972167,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6035674514745464,0.0,68.1,85.5,0.0,0.0,1
1788886640.8077285,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5360257159305635,0.0,44.1,86.5,0.0,0.0,1
1788886645.8229697,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4740554623801778,0.0,23.9,86.8,0.0,0.0,1
